9.999999999999999547e-07, 7.500000000008437695e-01
3.125098437499999882e-02, 7.510747516472284779e-01
6.250096874999999663e-02, 7.542163617493783390e-01
9.375095312500000833e-02, 7.593272341491242861e-01
1.250009374999999923e-01, 7.663388082344932961e-01
1.562509218750000040e-01, 7.752059772091367540e-01
1.875009062500000157e-01, 7.859022817436731589e-01
2.187508906249999996e-01, 7.984168232576767110e-01
2.500008750000000113e-01, 8.127503540334379828e-01
2.812508593749999952e-01, 8.289151386879226591e-01
3.125008437499999792e-01, 8.469287191687679961e-01
3.437508281249999631e-01, 8.668161565432817017e-01
3.750008125000000025e-01, 8.886048533130117555e-01
4.062507968749999865e-01, 9.123236610823508563e-01
4.375007812499999704e-01, 9.380010244629183314e-01
4.687507656250000099e-01, 9.656629919197031731e-01
5.000007499999999938e-01, 9.953305473649471935e-01
5.312507343750000333e-01, 1.027018932411952967e+00
5.625007187500000727e-01, 1.060734815735553394e+00
5.937507031250000011e-01, 1.096475264941283667e+00
6.250006875000000406e-01, 1.134227511053609305e+00
6.562506718750000800e-01, 1.173966999162001201e+00
6.875006562500000085e-01, 1.215656072813906086e+00
7.187506406250000479e-01, 1.259247214198036868e+00
7.500006250000000874e-01, 1.304679817732706137e+00
7.812506093750000158e-01, 1.351884546081248528e+00
8.125005937500000552e-01, 1.400780129345640557e+00
8.437505781250000947e-01, 1.451283251178401734e+00
8.750005625000000231e-01, 1.503298892936627329e+00
9.062505468750000626e-01, 1.556728534520180895e+00
9.375005312500001020e-01, 1.611474087049733717e+00
9.687505156250000304e-01, 1.667436881456753062e+00
1.000000500000000070e+00, 1.724514764171760195e+00
1.031250484374999887e+00, 1.782612138901148002e+00
1.062500468749999927e+00, 1.841637371602030226e+00
1.093750453124999966e+00, 1.901492998845305316e+00
1.125000437500000006e+00, 1.962103388593255504e+00
1.156250421875000045e+00, 2.023382945365385321e+00
1.187500406249999862e+00, 2.085253843754854675e+00
1.218750390624999902e+00, 2.147654238371213165e+00
1.250000374999999941e+00, 2.210518075509775748e+00
1.281250359374999981e+00, 2.273785060533616509e+00
1.312500343750000020e+00, 2.337407823223178749e+00
1.343750328125000060e+00, 2.401332052207624468e+00
1.375000312499999877e+00, 2.465515370179439447e+00
1.406250296874999917e+00, 2.529920676305688954e+00
1.437500281249999956e+00, 2.594515314765207581e+00
1.468750265624999995e+00, 2.659260881937382415e+00
1.500000250000000035e+00, 2.724137960191497676e+00
1.531250234375000074e+00, 2.789109013766485123e+00
1.562500218749999892e+00, 2.854163867309729152e+00
1.593750203124999931e+00, 2.919280704285458494e+00
1.625000187499999971e+00, 2.984443899749884999e+00
1.656250171875000010e+00, 3.049619553590770415e+00
1.687500156250000050e+00, 3.114824861091484376e+00
1.718750140625000089e+00, 3.180020136846556156e+00
1.750000124999999906e+00, 3.245217079235660940e+00
1.781250109374999946e+00, 3.310389091278465479e+00
1.812500093749999985e+00, 3.375535444698290810e+00
1.843750078125000025e+00, 3.440654702721461344e+00
1.875000062500000064e+00, 3.505727073927989323e+00
1.906250046875000104e+00, 3.570759395788149604e+00
1.937500031249999921e+00, 3.635754801254968083e+00
1.968750015624999961e+00, 3.700692797566444092e+00
